comment,cleaned_comment,predicted_sentiment
Cak2😂,cak,neutral
Cak imin tak pandai membalas pertanyaan seharusnya tanya balik dan cari singkatan juga 😅 slepet saya tetap pak anis,imin tak pandai balas tanya harus tanya balik dan cari singkat juga slepet saya tetap pak anis,neutral
LAWAK MINNNN IMINN ...!!!!,lawak minnnn iminn,neutral
"Paslon nomor 2 mengerti arah tujuan yang ingin di capai, program nya juga jelas.
Paslon nomor 3 mengerti aturan, regulasi tapi program nya belum jelas.
Paslon nomor 1 mengerti klo angin gak punya KTP,",nomor erti arah tuju yang ingin capai program nya juga jelas nomor erti atur regulasi tapi program nya belum jelas nomor erti klo angin gak punya ktp,neutral
"Buang2 duit sgtu cm dpt simbol., hadeuh belimbing sayur",buang duit sgtu dpt simbol hadeuh belimbing sayur,neutral
Gibran tetep Kya BPK nya kongtaewa,tetep bpk nya kongtaewa,neutral
"kok saya ragu sama gibran ini,saat ditanya warga dngn pertanyaaan yg sederhana aja jawabannya ga nyambung krna spontan daei masyarakat,giliran di debat ini kok bs jawab apa ada sesuatu,,sekedar bertanya2",kok saya ragu sama gibran inisaat tanya warga dngn pertanyaaan sederhana aja jawab nyambung krna spontan daei masyarakatgiliran debat ini kok jawab apa ada sesuatusekedar tanya,neutral
"400T, maksi gratis?",maksi gratis,neutral
"Min,,,min,,kelihatan dari omongmu nggedabrus obral janji,,giliran jadi lupa...",minkelihatan dari omong nggedabrus obral janjigiliran jadi lupa,neutral
"Judi online janhan di brantas
Kan maxwin membantu perekonomian
Menuju Indonesia JP",online janhan brantas maxwin bantu ekonomi,neutral
Gila akun2 bayaran doank macam buzzer2 RP 😂😂😂,akun bayar doank macam buzzer,neutral
"susah mengahadapi anak raja, ga lepas ya Pak Mahfud dan Cak imin,, sepakat kata bung rocky mesti keluar dulu dari kabinet biar lepas saat debat",susah mengahadapi anak raja lepas dan imin sepakat kata bung rocky mesti keluar dulu dari kabinet biar lepas saat debat,neutral
Yg paling ga masuk akal ucapannya cak Imin...😅,paling masuk akal ucap cak,neutral
Dalam politik tidak ada yg sll sama bro...,politik tidak ada sll sama bro,neutral
Ini menyampaikan Visi-misi atau Sambutan Wali kota mas Gibran,sampai misi atau kota mas,neutral
"Imin bikin rusak aja...jadi ambrol 😂😂 wan abud nonton di rumah ""ente bahlul min..min'",bikin rusak ajajadi ambrol wan abud nonton rumah ente bahlul minmin,neutral
"capresnya  ktp angin,cawapresnya nyelepet",capresnya ktp angincawapresnya nyelepet,neutral
The special ONE 🇮🇩 AMIN 👍,special one amin,neutral
Belajar dari yg sebelum2nya klo ada calon pemimpin yg menjanjikan rakyat yg berlebihan gk masuk akal biasanya omong doang. Pokokny milih yg tujuanny jelas masuk akal,dari belum klo ada calon pimpin janji rakyat lebih masuk akal biasa omong doang milih tujuanny jelas masuk akal,neutral
No 1 dan no 3 petugas partai broooo,dan tugas partai broooo,neutral
Senjata cak imin slepet😂😂😂😂,cak imin slepet,neutral
Saya liat cak imin kok lucu yaaa😅😅,liat cak imin kok lucu yaaa,neutral
Mahfud MD cerita taralu banyak mau sampe kpn klo korupsi. Tembak mati suda pasti TDK ada yang korupsi negri di Jaja pemerinta Jan bilng indo merdeka indo ini Masi di Jaja para elit 😅😅😂,cerita taralu banyak mau sampe kpn klo korupsi mati suda pasti tdk ada yang korupsi negri pemerinta bilng indo merdeka indo ini para elit,neutral
Imin pantesnya jadi PELAWAKKKK,pantesnya jadi pelawakkkk,neutral
Mantap gus,gus,neutral
dulu pdip skrang ????,dulu pdip skrang,neutral
Imin langsung mencret dirujak samsul si belimbing sayur 😁😁😁,langsung mencret rujak samsul belimbing sayur,neutral
Tetep Prabowo Gibran untuk Indonesia maju❤❤❤❤,untuk maju,neutral
"Masih ketemuan sama vikri prasetio apa gading martin
Kali",ketemu sama vikri prasetio apa gading martin,neutral
Mau buat 40 kota setara jakarta😂😂😂,buat kota tara jakarta,neutral
GIBRAN ANAK MUDA CERDASSSS,gibran anak muda cerdassss,neutral
"Bingung, milih Raka atau prof Mahfud md",milih atau prof,neutral
Bangka belitung kaya,belitung kaya,neutral
Apapun pimpinannya...saya mual Lihat PDI P,pimpinannyasaya mual pdi,neutral
Slepat slepet min min...,slepet min min,neutral
tetap saja cari kerjaan susah karna masih d tanya ijasa umur dan pngalaman..gmn tidak kemiskinn berkmbang mkin bnyk tdak mala menurun,tetap saja cari kerja susah karna masih tanya ijasa umur dan pngalamangmn tidak kemiskinn berkmbang mkin bnyk tdak mala turun,neutral
Banyak janji si amin kalo tong ranyin bunyinya 😢,janji amin kalo tong ranyin bunyi,neutral
"iklim investasi sekarang dikebiri oleh dunia perbankan, dikebisri oleh BUMN dan Konglomerasi, Investasi untuk para UKM dan Sektor menengah Cuma Narasi dan Talk only saja, krn sudah terkunci oleh regulasi Perbankan, apalagi dengan Metode nSlepet cak imin, itu boulsit, krn regulasi investasi dan Financial sektor mikro & menengah tidak bisa di tangani oleh Perbankan langsung namun Hendak nya oleh Departemen. dan Harus ada Badan Hukum milik negara atau sejenis nya aatau divisi Khusus atau departemen khusus yang menangani investasi ini, bukan mentri nya saja tapi departemen nya tidak ada .",iklim investasi sekarang kebiri oleh dunia perban dikebisri oleh bumn dan untuk para ukm dan tengah dan only saja krn sudah kunci oleh regulasi apalagi dengan nslepet cak imin itu boulsit krn regulasi investasi dan sektor mikro tengah tidak bisa tangan oleh langsung namun nya oleh dan ada milik negara atau jenis nya aatau divisi atau departemen khusus yang tangan investasi ini bukan tri nya saja tapi departemen nya tidak ada,neutral
Ah muhaimin ini nyontek,muhaimin ini nyontek,neutral
"Siapapun pemimpinya yg penting masih banyak ketimpangan sosial, mohon dicek kinerja dinas sosial, masih jauh dari adil.",mimpi penting masih banyak timpang sosial mohon cek kerja dinas sosial masih jauh dari adil,neutral
Gibran bawa buku? 😃 kok ngeprek yah ga hafal tah haduhh,bawa buku kok ngeprek yah hafal tah haduhh,neutral
"Arahnya setiap akhir seksi knp jatuhnya ke situ2 saja, dan moderator laki2 lgsg menginstruksikan apresiasi tepukan yg keras utk akhir jawaban, membiaskan bahwa jawabannya luar biasa 😅",tiap akhir seksi knp jatuh situ saja dan moderator laki lgsg instruksi apresiasi tepu keras utk akhir jawab bias bahwa jawab luar biasa,neutral
"Cawapres no3,peryataan bambang pacul gimana kelanjutanya...?",noperyataan bambang pacul gimana kelanjutanya,neutral
"dari 3 cawapres.. hanya 2 yg terlihat punya kapasitas.. yg satu pakar hukum, yg satu anak muda..",dari cawapres hanya lihat punya kapasitas satu pakar hukum satu anak muda,neutral
"Wah wah ini nyata nih, paslon 1 cuma modal janji aja. Kek Ee",wah ini nyata nih paslon cuma modal janji aja,neutral
"ketemu petani janjinya akan menaikan harga jual, ketemu pedagang janjinya akan menaikan keuntungan jual, ketemu pembeli janji akan menurunkan harga beli, wait??? coba jelaskan",ketemu tani janji akan naik harga jual ketemu dagang janji akan naik untung jual ketemu beli janji akan turun harga beli wait coba jelas,neutral
Plot twist pertanyaan dan tanggapan sudah di susun Pak Jokowi 😂,twist tanya dan tanggap sudah susun,neutral
Tiap tahun 5 milyard tiap desa😁,tahun milyard tiap desa,neutral
Cawapres 01 oke oke,oke oke,neutral
"Nah gitu dong, dikasih podium😅",gitu dong kasih podium,neutral
"wakil nya pak anis di babat habis sama paslon 2....mas anis mas anis ''papi gemoy tertawa""",wakil nya pak anis babat habis sama paslon mas anis mas anis papi gemoy tertawa,neutral
"Jarang mau memeberi tangapan tapi pas debat luar biasa kemapuan mas gibran,  semangt terus pak prabowo gibaran 👍👍👍👍",mau memeberi tangap tapi pas debat luar biasa kemapuan mas gibran semangt terus pak prabowo gibaran,neutral
"Hidup untuk bapak Sleepett semua di sleepettt sleepeettt
Hidup sleepppeeetttttt😮😮😮 apa cukup dg makan siang gratis Indonesia jadi majuuu 😇😇😇",untuk bapak semua sleepettt sleepeettt sleepppeeetttttt apa cukup makan siang gratis jadi majuuu,neutral
Rruuarrrr biasa gibran 👍👍,biasa gibran,neutral
Hati 2 ada yg mauaikkan pajak,ada mauaikkan pajak,neutral
"Pendukung Prabowo protes, Anies jago ngomong doang, padahal Anies selalu membahas jejak digital sehingga sudah terbukti, nah sekarang kan jadi kebalikannya Gibran yg jago ngomong tp kerjanya belum ada, IKN aja gak ada yg minat jadi investor.",protes jago ngomong doang padahal selalu bahas jejak digital sehingga sudah bukti nah sekarang kan jadi balik jago ngomong kerja belum ada ikn aja gak ada minat jadi investor,neutral
Slepet trus. Pembangunan 40 kota selevel jakarta? Program makan siang gratis? 🤔,trus kota level jakarta makan siang gratis,neutral
Pa muhaimin sampaikan dgn porsi yg disiapkan oleh negara..yg zoalnya tp porsinya yg disedia negara blm ditetapkan hanya cak imin yg porsi yg disediakan oleh untuk anak muda.,muhaimin sampai dgn porsi siap oleh negarayg zoalnya porsi sedia negara blm tetap hanya cak imin porsi sedia oleh untuk anak muda,neutral
1% dari 400+ Triliun bisa bangun kalimantan? uwaw,dari bisa bangun kalimantan uwaw,neutral
"Menaikkan rasio pajak dan menaikkan pajak itu beda, masa ga ngeh sih",rasio pajak dan naik pajak itu beda masa ngeh sih,neutral
"Mas Gibran bener"" generasi emas brooo",bener generasi emas brooo,neutral
Pilihan yang masuk kriteria saya cuma 02 dan 03,yang masuk kriteria saya cuma dan,neutral
Gtw kenapa lebih menarik debat cawapres dripda debat capres,kenapa lebih tarik debat cawapres dripda debat capres,neutral
Paslon01 konsepnya di awang2,paslon konsep awang,neutral
"Ah.. Buang"" kuota. 
Pilih aja Capres yang berwawasan  cerdas, lugas , Tegas dan pro Rakyat.",kuota aja yang wawas cerdas lugas dan pro,neutral
luar biasa gibran...👍👍👍👍,luar biasa gibran,neutral
Cak imin baru kata pembuka aj ud nyindir2,imin baru kata buka nyindir,neutral
lanjut urut nomer 2,lanjut urut nomer,neutral
"Fud fud ,semua itu tergantung ibu kalo kau jadi wapres nanti 😅 semua apakata ibu fud ingat ada ibu",fud semua itu gantung ibu kalo kau jadi wapres nanti semua apakata ibu fud ingat ada ibu,neutral
Terlalu Fokus sama Kantong matanya Gibran.. Terlihat Serius Persiapannya sampe begadang terus.. Mantappp !! lanjutkan !! Jangan Blunder Lagi Bro !!,sama mata sampe begadang terus lanjut,neutral
Ganti namanya jadi Pak slepet....😂😂,nama jadi slepet,neutral
Saya kok bingung ya kemaren banyak yang dukun anis kok sekarang Prabowo Gibran. Mendadak pindah ya?😂,kok bingung kemaren banyak yang dukun anis kok sekarang pindah,neutral
"Pasti rame.. nih, pade berbalas pantun.. he.. he..  sosmed efek, biasa.. coba balik ke jaman surat. seru kali, ya?.. mau komen nulis dulu di kertas trus masukin amplop ksh tempel perangko lalu kirim lewat pos , trus liat di koran/majalah,itu jg kalo dimuat di kolom surat pembaca..tp setidaknya ada kesibukan dan pemasukan buat Pos Indonesia ketimbang (konglomerat youtube)dll mlulu.. 🙏",rame nih pade balas pantun sosmed efek biasa coba balik jaman surat seru kali mau komen nulis dulu kertas trus masukin amplop ksh tempel perangko lalu kirim lewat pos trus liat koranmajalahitu kalo muat kolom surat pembacatp tidak ada sibuk dan pasu buat ketimbang konglomerat youtubedll mlulu,neutral
Dari sini sudah terlihat mana yg sekedar omong doang / omong kosong. Dan omongan yg berbobot.,sini sudah lihat mana dar omong doang omong kosong omong bobot,neutral
YG KAYA BOOLEH GA DIRAMPOK OLEH NEGARA ASET NYA DISITA,kaya booleh rampok oleh negara aset nya sita,neutral
Pak mahfud ngapain aja 5 tahun,mahfud ngapain aja tahun,neutral
Masih jadi cawapres sdh emosian..bagaimana nanti😢,jadi cawapres sdh emosianbagaimana nanti,neutral
"Gw kira musuhnya Anis, itu ganjar mahfud / Prabowo gibran... Ga taunya capresnya sendiri 😂",kira musuh itu ganjar mahfud gibran tau capresnya sendiri,neutral
Pak Gibran SABD😅...nie ya pak Gibran seluruh pejabat Begara atau pembaca berita di seluruh dunia sebelum singkatan di depannya di urai dulu contoh kecil saja Israel Defence Forces atau IDF...Aparatur Sipil Negara atau ASN...Ibu Kota Nusantara atau IKN karena bisa juga IKN singkatan Daru Ikan Asin😅 atau Ikatan Keluarga Nepotisme kan tergantung pak makanya butuh penjelasan di depan pak Gibran MABDN😅...singkatan tuh pak😅,sabdnie pak seluruh jabat atau baca berita seluruh dunia belum singkat depan urai dulu contoh kecil saja atau idf atau asn atau ikn karena bisa juga ikn singkat atau kan gantung pak makanya butuh jelas depan pak mabdnsingkatan tuh pak,neutral
Anis di slepet cak imin,slepet cak imin,neutral
Mas gibran top markotop,gibran top markotop,neutral
"Anis pasti menang , saya anak riau",pasti menang saya anak riau,neutral
Pemikiran Gibran terlalu tinggi km rakyat yg gak sekolah hanya paham dngn ekomomidan.kebutuhan sehari hari,terlalu tinggi rakyat gak sekolah hanya paham dngn ekomomidankebutuhan hari hari,neutral
Program apa cak imin dan mahfud.. Kalian ngomong... Apa??? 😅😅😅❤,apa cak imin dan mahfud ngomong,neutral
"Prof Mahfud ..
Aku jadi tahu kapasitas prof.
The Best..!

Tapi masih jauh dari GIBRAN 😂",jadi tahu kapasitas prof masih jauh dari gibran,neutral
"Mantap pak gibran, jawaban dan pertanyaan nya, tidak menyertakan kulit tapi isi semua dan 1/2 menit pun cukup puas dan berisi",pak gibran jawab dan tanya nya tidak serta kulit tapi isi semua dan menit pun cukup puas dan isi,neutral
Muhaimin lawak deeek,lawak deeek,neutral
Pajak naik untuk yg dibawah diatas ngga gt,naik untuk bawah atas ngga,neutral
Ms gibran luar biasa.,gibran luar biasa,neutral
Bisa kita menilai dari fisi misi z setiap kata demi kata yg mrk keluarkn mn yg bermutu dan tdk. Mas Gibran langsung k pokok masalah2 negara tdk menggunakan penjelasan yg g berguna 😊,kita nilai dari fisi misi tiap kata demi kata mrk keluarkn mutu dan tdk langsung pokok masalah negara tdk guna jelas guna,neutral
"Coba dengerin temen"" pas gibran lgi jawab masalah pajak di detik 1:46:00 ada yang intruksi in bilang "" udah"" apakah emng semuanya pake headset dan di arahkan, ap gimana ya? saya jg krg paham soalnya,bnr ran sy nanya ga tau dan ga paham 😁",dengerin temen pas gibran lgi jawab masalah pajak detik ada yang intruksi bilang udah apakah emng semua pake headset dan arah gimana saya krg paham soalnyabnr ran nanya tau dan paham,neutral
PAK MAHMUD PULAU REMPANG KAPAN DIJUAL.!!,pak mahmud pulau rempang kapan jual,neutral
"Yg di skor pda milih Pak Mahfud 😅😅😅
Di komentar ini real Prabowo gibran ❤❤❤",skor pda milih komentar ini real gibran,neutral
Debat yg bersahabat buat indonesia maju,sahabat buat indonesia maju,neutral
"Saya ingin mendukung no.2 
Karena saya anak no.2
Namun program yg membuat saya tidak searah adalah program makan siang gratis dengan dana 400 triliun.
Jika ada 400 triliun untuk membangun jalan di 521 kabupaten atau kota rata di seluruh Indonesia.
Masih banyak jalan di Kalimantan, Sulawesi, Papua, NTB, Jawa dan Sumatra yg belum ada pengerasan dan diaspal.",ingin dukung saya anak program buat saya tidak arah adalah program makan siang gratis dengan dana triliun ada triliun untuk bangun jalan kabupaten atau kota rata seluruh banyak jalan ntb dan belum ada keras dan aspal,neutral
Ini yang di bilang anak ingusan bocah kemaren kebanggan anak muda pengen di senggol dong 😂😂😂😂,yang bilang anak ingus bocah kemaren banggan anak muda ken senggol dong,neutral
Pak Mahfud yg bisa menangani permasalahan di Indonesia,bisa tangan masalah,neutral
Ya dualah,dua,neutral
Yg digadang2 anies dan gibran. Pilih mana hayoo 😅,gadang anies dan gibran mana hayoo,neutral
Progam makan siang gratis agak aneh rupanya,makan siang gratis agak aneh rupa,neutral
"Waduh kalo pak gibran jadi wapres pasti ekonomi digital naik tinggi nih,coz crypto khusunya udh gk bisa di dihindari. Dari dulu pemimpin tua semua dan hasilnya ya gitu2 aja kecuali skrng ada pembangunan yg lebih merata, coba sekali2 yg mudalah biar tau keadaan sekarang gk kolot, perkembangan tekhnologi semakin cepat harus yg ada yg  muda mengurus bagian itu",kalo pak gibran jadi wapres pasti ekonomi digital naik tinggi nihcoz crypto khusunya udh bisa hindar dulu pimpin tua semua dan hasil gitu aja kecuali skrng ada bangun lebih rata coba sekali muda biar tau ada sekarang kolot kembang tekhnologi makin cepat harus ada muda urus bagi itu,neutral
ini ni urut 1 ngomongin utang negara tapi programnya BBM gratis? LOL,ini urut ngomongin utang negara tapi program bbm gratis lol,neutral
Gibran luar biasa. Pengen menangis lihat mu bah 🥹. Puas lihat jawaban mu. 🙏,luar biasa menang lihat bah lihat jawab,neutral
top global.,top global,neutral
Tetep amin soale paslon sebelah ga nyambung pertanyaan ke mana jawaban kemana,amin soale paslon belah nyambung tanya mana jawab mana,neutral
"Hmmmm udh prof dan doctor kok masih bantuan tulisan yg d tulis d kertas,",udh prof dan doctor kok masih bantu tulis tulis kertas,neutral
bpk amin top❤,bpk amin top,neutral
"Kelas Mas Gibran..
Pak Mahfud Top..
Yg satu siapa namanya yh..tauh ah gelap..",satu siapa nama yhtauh gelap,neutral
"Tetap anis, ogah milih politik diinasti.. Dua kali nyalon kalah.. Haus jabatan kali..",anis ogah milih politik diinasti kali nyalon kalah jabat kali,neutral
Semakin kesini omonganya Imin nyelepet persis seperti botol sama tutup yg tanpa isinya....😂😂😂😂,kesini omonganya nyelepet persis seperti botol sama tutup tanpa isi,neutral
Yang penting persiden anis ngak ada yang lain❤❤❤❤,penting persiden anis ngak ada yang lain,neutral
"Antara Cak Imin dan Mahpud ini terlihat  kepribadiannya penuh  wibawa dalam beretorika bertanya maupun menjawab bisa dipahami.

 Smtr  Gibran  ada bbrp pertanyaan yg tdk dijawab dan cara memberi pertanyaan tdk jelas kemana arah kognitifnya. Dan kepribadiannya Gibran  masih blum mencerminkan cawapres . Dia masih terlihat gelisah  sampai  jalan 2 keluar dari podium  yg sementara yg lain bgt tenang  Kami salut pada cak amin dan Mahpud. Selamat untuk  no 1.",dan ini lihat pribadi penuh wibawa dalam retorika tanya maupun jawab bisa paham ada bbrp tanya tdk jawab dan cara beri tanya tdk jelas mana arah kognitif pribadi masih blum cermin cawapres masih lihat gelisah sampai jalan keluar dari podium sementara lain bgt tenang salut pada cak amin dan untuk,neutral
Mantap gibran power full luar biasa💪💪,gibran power full luar biasa,neutral
"Singkatan SGIE KOK di ucapkan dlm bhs Indonesia sm gibran, gak ngerti bhs inggris😂",sgie kok ucap dlm bhs gibran gak ngerti bhs inggris,neutral
Bgi aja setiap org 3 juta untuk rakyat indo pasti mnng,aja tiap org juta untuk rakyat indo pasti mnng,neutral
Bansosnya berupa kambing aja bos biar bisa buat usaha ampun uang nanti dak buat gaya hidup bolo😂,upa kambing aja bos biar bisa buat usaha ampun uang nanti dak buat gaya hidup bolo,neutral
"Itu si Ganjar ngapain pke"" bgtu😂😂😂😂😂 lawak si anjirr",ngapain pke bgtu lawak anjirr,neutral
All in anis,anis,neutral
Jangan lupa makan all,lupa makan all,neutral
Ketar ketir akan di husut korupsi,tir akan husut korupsi,neutral
"Pertanyaan2 gibran itu krg bs di mengerti masyarakat,tujuan debat salah satu nya adalah sampai nya pesan dan penjelasan paslon kpd masyarakat,bkn dgn kalimat2 singkatan dan kalimat2 yg perlu penjelasan spt prtnyaan yg di sampaikan ke cak imin dan ke mahfud.",tanya gibran itu krg erti masyarakattujuan debat salah satu nya adalah sampai nya pesan dan jelas paslon kpd masyarakatbkn dgn kalimat singkat dan kalimat perlu jelas spt prtnyaan sampai cak imin dan mahfud,neutral
"Bagaimana cara merealisasikan makan gratis dan susu gratis?
Darimana uang nya
Biaya nya mungkin fantastis untuk anggaran perhari nya😅",cara realisasi makan gratis dan susu gratis uang nya nya mungkin fantastis untuk anggar hari nya,neutral
PDI masa lalu kini saatnya move on pindah butuh sosok pemimpin yg generasi muda Prabowo Gibran,pdi masa lalu kini saat move pindah butuh sosok pimpin generasi muda,neutral
No 3 bnyk ceritaaaaaa,bnyk ceritaaaaaa,neutral
jawa timur fuul amiiiin,jawa timur fuul amiiiin,neutral
Cak imin cocok nya jadi pelawak,imin cocok nya jadi lawak,neutral
"BISA2 NYA KULIAH GRATIS UNTUK ANAK PRAJURIT, BHYANGKARA DOANG",bisa nya kuliah gratis untuk anak prajurit bhyangkara doang,neutral
Di menit 35 cak imin grogi sampe jatuhin mic 😂,menit cak imin grogi sampe jatuhin mic,neutral
like no 2,like,neutral
JAWA BARAT siap menuju indonesia perubahan. Amin,jawa barat siap tuju indonesia ubah,neutral
Gus di goreng ampe kering😂😂😂,goreng ampe kering,neutral
Top ini anak muda,ini anak muda,neutral
"Pak mafud luar biasa, bicara dan menjawab bahkan menanggapi sangat jelas, dan mudah dipahami, benar2 prof, beda dgn gibran seperti mahasiswa tingkat dasar",mafud luar biasa bicara dan jawab bahkan tanggap sangat jelas dan mudah paham benar prof beda dgn gibran seperti mahasiswa tingkat dasar,neutral
Paparan cak Imin seringkali tidak masuk akal,cak seringkali tidak masuk akal,neutral
Tenggelamkan pdi,pdi,neutral
Gibran mau naekin PJK,mau naekin pjk,neutral
PDI  3,pdi,neutral
Mpett urusin dulu... UMK dan UMR yg merata....,urusin dulu umk dan umr rata,neutral
"all in prabowo gibran pilih gibran gabung sini.

like ..👇",all prabowo gibran pilih gibran gabung sini like,neutral
apaan makan siang gratis😂😂😂,apa makan siang gratis,neutral
"buseet,buzzer nya banyak banget di kolom komentt",buseetbuzzer nya banyak banget kolom komentt,neutral
Ganjar. Kenapa. Pilih wakil. Yg. Lebil. Tua.?. Yg tua. Tersingkirlah,wakil tua,neutral
Debat apa cerdas cermat? Wkwk,apa cerdas cermat,neutral
No 2 visi misinya macam bapaknya..nokoh semuanya yg di cakapinya,visi misi macam bapaknyanokoh semua cakap,neutral
"Rakyat yg kerja . Punya rumah dipajak... Padahal rakyat yg kerja .
Yg gak punya rumah merajalela..
Rakyat kerja .. jual murah, beli mahal..
Ongkos upah kerja murah, buat beli ini itu mahal..
Akhirna bukan bisa nabung, tiap bayaran upah kerja yg ada bayar utang warung ..
Ongkos jait dari dulu gak naek naek... Jaitan pengen bagus rapi, ongkosnya murah...
Kalo gak ada tukang jait, telanjang semuanya",kerja rumah pajak rakyat kerja gak punya rumah rajalela kerja jual murah beli mahal upah kerja murah buat beli ini itu mahal bukan bisa nabung tiap bayar upah kerja ada bayar utang warung jait dari dulu gak naek naek ken bagus rapi ongkos murah gak ada tukang jait telanjang semua,neutral
Bener kata mas Gibran kalo cak imin ini aneh dan ngawur + gk jelas blaassssssssss..😂😂😂😂,kata mas kalo cak imin ini aneh dan ngawur jelas blaassssssssss,neutral
mending wapres anak muda macem gibran selalu ada solusi drpd wapres puh sepuh yg mau ngasih pulau ke rohingnya,mending wapres anak muda macem gibran selalu ada solusi drpd wapres puh sepuh mau ngasih pulau rohingnya,neutral
"29:20 botol dan tutupnya.. 29:55  100 orang yang kaya kita pajakin (nah loh orkay); 31:40 5Milyar/desa/tahun😢  ..busyeet pemerataan korupsi, bansos ditingkatkan bikin masyarakat malas, daya beli naik~hargabarangnaik.. anchoor😢",botol dan tutup orang yang kaya kita pajakin nah loh orkay milyardesatahun busyeet perata korupsi bansos tingkat bikin masyarakat malas daya beli naikhargabarangnaik anchoor,neutral
😂😂😂pas lait Ganjar sama md langsung 😂😂😂 emang mau main Barong sai di panggung itu pak,pas lait sama langsung emang mau main sai panggung itu pak,neutral
"Yg menghina mas gibran gigit jari,, ayo mas gibran maju terus mas",hina mas gibran gigit jari ayo mas gibran maju terus mas,neutral
Apaan sih slepet slepet jadi ilfeel deh,sih slepet slepet jadi ilfeel deh,neutral
Bgmn menurut mbak Nunuk ..Maksud bunda buat surat lagi dan kita usahakan menghadap ibu Dirut sy coba minta tlng bu Enggar ..,turut mbak bunda buat surat lagi dan kita usaha hadap ibu coba minta tlng,neutral
JAnji ganjar n mahfud bnyk bget,janji ganjar mahfud bnyk bget,neutral
"Cak Imin dulu bukan cuma ikut potong tumpengnya, tapi itu nasi kuning dia juga sudah telan sayang....wkwkkwk 🤣🤣🤣",dulu bukan cuma ikut potong tumpeng tapi itu nasi kuning dia juga sudah telan sayangwkwkkwk,neutral
Gw slepet nih😅,slepet nih,neutral
"Mahfud MD : KULIAH GERATIS UNTUK ANAK TNI DAN BAYANGKARA BUAT APA ??????????????? 
Gak mikir anak Petani Tukang becak ? 😭😭😭😭",kuliah gerat untuk anak tni dan bayangkara buat apa mikir anak becak,neutral
Langsung serang subjektivitas nya,serang subjektivitas nya,neutral
Dan perhatikan Bacukai di Indonesia para TKI yg di luar negeri kirim barang atau beli barang dari luar negeri di bikin susah barang nya di bongkar bongkar sama petugas bandara yang di sita lah di minta lah di curi lah kita para TKI dan TKW d luar negeri bekerja keras meninggal kan keluarga bertahun tahun giliran pulang ke Indonesia di bandara di bikin susah sama petugas bandara Indonesia perhatikan itu kami para orang susah bukan maling atau pencuri jangan di bikin susah sama petugas bandara yang curang.,perhati para tki luar negeri kirim barang atau beli barang dari luar negeri bikin susah barang nya bongkar bongkar sama tugas bandara yang sita lah minta lah curi lah kita para tki dan tkw luar negeri kerja keras tinggal kan keluarga tahun tahun gilir pulang bandara bikin susah sama tugas bandara perhati itu kami para orang susah bukan maling atau curi jangan bikin susah sama tugas bandara yang curang,neutral
Kami sumatera all in prabowo gibran ....khususnya palembang✌️✌️✌️,sumatera all prabowo gibran khusus palembang,neutral
Kayanya pa anis salah pilih pasangan cawapres,anis salah pilih pasang cawapres,neutral
Jangan percaya ama yg koar2 ini gratis itu gratis...bebas ini bebas itu.......sudah basiii,percaya ama koar ini gratis itu gratisbebas ini bebas itusudah basiii,neutral
"Untuk sesi penyampaian visi misi dan program tangkapan saya Gibran paling lengkap dan tuntas sesuai alokasi waktu. Mahfud MD hanya fokus pemberantasan korupsi. Cak Imin kebanyakan slepetnya, jadi untuk menguraikan visi misi program jadi nggak tuntas sampai waktunya habis.",sesi sampai visi misi dan program tangkap saya paling lengkap dan tuntas sesuai alokasi waktu hanya fokus berantas korupsi banyak slepetnya jadi untuk urai visi misi program jadi nggak tuntas sampai waktu habis,neutral
Pertumbuhan ekonomi tidak naik drastis karena korupsi dan RIBA.,ekonomi tidak naik drastis karena korupsi dan riba,neutral
All in Prabowo kumpul☝️,kumpul,neutral
Intinya negeri kita ini cuma ketimpangan soal kedisiplinan tangan2 kotor yg membajak di negeri kita sendiri dan pelakunya orangnya ya orang2 kita sendiri.,negeri kita ini cuma timpang soal disiplin tangan kotor bajak negeri kita sendiri dan laku orang orang kita sendiri,neutral
"Es teh jumbo mundur dulu, wayahe mas gibran tampil.",teh jumbo mundur dulu wayahe mas gibran tampil,neutral
Dtanya apa jawabannya apa ga nyambung!!,apa jawab apa nyambung,neutral
Amplop nya masih di segel namun Gibran udah liat sebelnya,nya masih segel namun udah liat sebel,neutral
Mas Gibran cocok menjadi ensiklopedi Indonesia dengan singkatan2 yang tak kasat mata.. 😂😂😂,cocok jadi ensiklopedi dengan singkat yang tak kasat mata,neutral
"Gibran semuanya tepat sasaran 
Dr penyampaian visi misi sampe jawab pertanyaan. Ga melebar kemana2.",semua tepat sasar sampai visi misi sampe jawab tanya lebar mana,neutral
Gibran luar biasa !!,luar biasa,neutral
"Omong kosong pak amin,dalam 1 tahun setiap desa jatah 5 M ngada² aja bapak,kaga usah belebihan pak",kosong pak amindalam tahun tiap desa jatah ngada aja bapakkaga usah belebihan pak,neutral
"Pak mahfud berapa kali ngomong selesai 😂, apa termasuk titipan ibu 😅",mahfud berapa kali ngomong selesai apa masuk titip ibu,neutral
"Gibran pakai alat bantu diduga suryo hilang... Diduga kok berita nya hilang, mahfud md🏆🏆 dapat  penghargaan PBB Perserikatan Bangsa-Bangsa🎉🎉🎉🎉🎉❤❤❤❤😂❤😂",pakai alat bantu duga suryo hilang kok berita nya hilang mahfud dapat harga pbb,neutral
