cleaned_comment,cluster
jebak anggap anak kecil akhir debat ini sangat lihat dgn sederhana jawab mudah nalar oleh kaum muda melenial dan tdk lihat ambisi moga kaum melenial dapat supor dari kaum muda seluruh dan luar negri salam nkri mas,2
cenderung pilih hari ini saya saya mantap pilih,7
dan,7
ttp ganjar mahfud,7
gibran keren banget sumpah luar nalar,7
mas gibran jawab banyak ngalor ngidul tapi tepat sasar sama tanya,7
bilang blimbing sayur mana keluar kau jgn sembunyi tunggu lantik jadi wapres,7
maaf pribaditanggapi kata pak mahfudsangat relevansi akan apa jadi negara kitarakyat utama klau dari kata beliau,7
cerdas buat buang menit,7
debat capres bukan cawapres,7
ngga untung rakyat kenapa harus cak imin dukung,7
gibran join dengan pak mahfud saya yakin indonesia bisa makmur karna gibran punya wawas dengan kembang zaman pak mahfud punya wawas tentang rakyat,7
telinga niku opo nggih mas,7
tak pernah habis waktu lugas fokus jelas,7
dukung fanatik jokowi siap menang prabowogibran,5
paslon konsep awang,7
sih slepet itu,11
pak,7
komentar persen pihak gibran moga kalian tidak pindah haluan,7
mas pinter dlu ragu knpa jadi merinding kaya bapak nya nyata dhga golput lagi sbgai anak muda pkok nya aku,2
sekarang bukan lagi saat pilih partai tapi pilih figur berkwalitasanggota partai banyak korupsi koar koar brantas korupsi pada hal dia korupsi banyak contoh saat ini susah percaya ali urus masharakat dan negara ujung urus kantong rame rame,7
nyata generasi cerdas sudah wajar untuk jadi pimpin untuk masa depan maju terus saya dukung untuk semua keluarga saya,7
ngucapin salam aja seluruh,7
ayo kita dukung debat cawapres ahun,7
paslon jos,7
tanpa basa basi busuk dan makin mantap saya,7
cara tak langsung gibran menyentilmenyerang bapak dan calon pasang sendiri bahkan juga serang diri sendiri dulu janji ikrar setia pada partai usung sekarang kok malah khianat dulu serang lawan capres lain dan akan jadi oposisi tapi kok sekarang malah sekutu dulu kata tidak mau calon diri dan akan selesai tahun pimpin daerah tapi kok sekarang malah mengacakacak undang,7
muka gitu yah,7
cerdas nya jago,7
prabowo gibran,8
beri aku pemuda maka aku akan ganti mantap paslon,7
suara aniiis,0
tadi bimbang lalu saya coba untuk pilih anis namun telah lihat debat cawapres ini saya mantap pilih karena anis salah pilih pasang,7
nomer paling gedabrus program tidak realistis kota kayak program rumah,7
tenang menghanyutkantapi tong kosong nyaring bunyi,7
mas gibrannn,7
rakyat lah sehrsnya programx pimpin itu lap kerja tax insentif housing dll,7
sekali hilir akan rubah wajah ekonomi kita,7
rizik gerung org duduk,7
ngeri,7
seru debat cawapres ini banding capres kemarin,7
baru nikel lho baru nikel belum lain jangan mau jadi suplai bahan baku haduuuh dek dek dek gibran dek gibran bukan indonesia emas indonesia tinggal ampas datengin investor luar suruh bangun pabrik trus orang indo jadi buruh penting kerja gitu mau bikin kek freeport episode gitu ada indonesia tinggal ampas,7
merespon jawab respon jawab tidak fahami penting dengar wow,7
pak ganjar antik bangett,7
awal saya sudah dukung pak probowo sama mas gibranlike bawah dukung nomor urut,7
pilih prabowo gibran,8
ttp dlu hingga skrg pasti menang,5
keren mas gibran slh plh pilih,7
oke,7
cek aimin penuh dusta,7
memang sebab tidak maju hukum mati koruptor,7
bingung mau milih atau,7
yang remeh gibranterutama dukung paslon nomor begitu dengki sama gibran,7
yes,7
sama operator nya nyuruh tenang mulu wkwkwk,7
terus pantang mundur,7
amin slepeeett muluk,7
apa pilih orang orang saya tetap pilih paslon amin,7
prof google nanti wkwk cak imin tdk konsisten wkwk mas gibran keren haha,7
gratis mksutnya gimana,7
golput periode dan kali ini makin mantap pilih prabowogibran paslon,7
tetap akan maju dengan kerja nyata daripada terlalu banyak narasi dan cerita,7
yakin paslon,7
rasa blimbing sayur paittt asem josss mas gibran,7
nya pintar ngomongsemoga pintar aksi juga,7
gibran mahfud keren yang satu isi sendiri,7
debat cawapres ini akuin yang baik,7
cawapres urut pake dobel mikwkwwkwk untuk apa itu mik kuping,7
tidak suka the way dalam merespon jawab,7
seperti damping ratu laut kidul,7
amin kan sudah bilang masalah ikn bukan tuju atw tdk ikn bagus bangun dgn rata,7
kakek nyata dua kakek sebut pun koyak bantai anak muda sebut,2
mudasaatnya tampil depan,7
ketika pajak naik semua akan ikut naik jdi ketika pajak naik bbm otomatis naik sembako pun akan naik langit,7
cak imin bicara yang penting penting bicara,7
seru nyimak diskusi,7
butuh bansos butuhe lapang kerja,7
closing dari dan tahun,7
apa ini slepetpakai bhs baku atau tdkaplagi untuk nama suatu misiyg dingerti bhs itu mudah paham rakyatselesai,7
wapres bawa kertas,7
dan pakai teks untuk tutup pidato,7
mantap amin rekam jejak jelas dan amanah,7
tetap prioritas untuk berantas buat tanding buat pln biar monopoli sedia listrik indonesia sama itu bumn yang monopoli coba dong kasih saing biar kerja kerja kerja biar bangun dari zona nyaman,7
cawapres bilang siap muda milenial usia atas muda apa trs ngga dipake lagi alias tara hak cari kerja hilang harap,2
mas gibran cuma saya erti dia ngomong apa,7
ajar dari debat sesi pertama dan coment yang tebar udah booking bayar buat coment baik cawapres urut moga mengarahkn hati rakyat indonesia buat milih penimpin yang benar dan agam arogan,7
sayang saat tanya gimana bangun infrastruktur sosial tanpa beban uang daerah jawab meleset karena jawab tangan stunting dan makan siang gratis padahal bicara tidak beban daerah harus jawab ada tingkat dapat asli pad kuat sektor rill seperti umkm daya dan tata kelola sda dengan tingkat nilai produktifitas potensi alam dll dan sdm lalu kuat kapasitas kelompok masyarakat itu sendiri,7
mantaap gibran bekal teleprompter dapat kalah orang profmemang curang akan selalu memang sama kayak induk,7
kata buat gibran keren,8
salam waroh matullahi wabaro katu,7
pimpinannyasaya mual pdi,7
lebih cocok sama,7
emang bertanimosok tani melautmosok laut tan,7
all prabowo gibran,8
kalau makan gratis ndak ada gisi nya,7
visi misi oke mahfud sih percuma bansos triliun program ini itu tapi ttep korupsi gakan ada yang jalan padahal bisa jadi pasang epic,7
gacoorrrr breee josss,7
prabowo gibran menang,5
pakmahfud telat harus dari awal,7
dan jawab udah hafal aku bangga dengan mas gibran,6
gratis kanggo anake prajuritbhayangkaraoylha seng kelas tengah bawah kepye,7
sip mantap,7
nunggu kata bbm gratisss,7
ini kan yang nyuruh gaji tukang sapu potong untuk bantu rohingya,7
mas tanpa lihat bawah,7
pantes amin ngeyel gak mau lanjutin ikn lahan sekitar ikn sudah dinkuasai oleh gelintir orang saja,7
prabowo itu mantan tentara beliau sumpah setia kepada negara tidak usah ragu lagi apalagi beliau tegas rendah hati bismillh,7
gibran ganteng atuh keren bijaksanacerdas poko mantap pak gibran,7
urut pakai apbn apbd pasti korupsi lagi pakai bantu aju kredit usaha mirip rumah dan oke oce tidak dapat terrealisasi krn sulit dapat tuju dari bank kait bentur pula dgn perban tiap mohon kredit wajib checkingslik program nya pasang cuma janji manis doang pasti dan pasti tdk akan pernah bisa terrealisasi lagi itu hny pintar cara akademik dan bicara doang utk praktek lapang mampu kosong sama sekali dan jiwa pimpin pun hampa aura lebih pas jadi dosen maka lbh baik jadi guru atau dosen marketingkomunikasi itu sangat cocok utk daripada jadi politikus,7
cuma mau dngr mas gibran aja singt pdt jelas poko hati,7
imin nyindirnya elegantintelek,7
dapet bocor soal makanya lancar,7
ini gibran selang lebih maju pandang dari lain,7
job,7
bisayg belum pernah rasa departemen perintah bisa selancar itu berbicaramohon maaf saya aga ragu untuk hal itu,7
pasang pak anis banget seperti orang bicara dalam mimpi jangan terlalu manis pak gilir pahit anda senyum saja,7
donk,7
aku bagai dukung pak jokowi aku kerja bagus dukung prabowo gibran bagai terus pegang kuasa dapat lanjut kerja beliau saya yakin pak prabowo dan pak jokowi punya tuju sama buat bangsa ini,7
sulit apa itu cuma belum pernah dengar saja apa itu sgie,7
padahal tanya gampang buat bang gibran dari imin wkwkw waktu bukan nya jelas atau tinggi apa kerja yang ada atau bawa anak emas hheheh,7
remeh anak muda,2
sangat mantap sekali bpk gibran moga sehat selalu dan wujud cita bawa indonesia emas,7
cawapres ini lebih,7
prof tpi baca hmm,7
googling gak tuh,7
saya lihat dari capres dan cawapres dari paslon masingmasing daftar pilih dan masyarakat banyak nilai dari pigurpigur cawapres bukan lihat dari visi dan misi dari paslon sebut kita lihat dari visi dan misi dari paslon capres dan cawapres bukan lihat dari pigurnya,7
kawan gimana siap pulih macan,7
imo moderator keren kmrn,7
memang kereeen kita perlu semangat dan jiwa muda utk baharu sungguh new mind,7
tahu ajah mana yah sekarang orang yang kemarin pada bilang ken lihat anak kecil dan para profesor debat kata anak bau kencur belimbing sayur pasti cuma bisa plonga plongo kabar bro hidup wirrr sudah pindah hutan dan gak mau buka youtube lagi belimbing sayur malah bikin sedep masakan jadi seger masakan lebih realistis rasa lah ajah pak prab dan mas gib pasti bisa bawa indonesia lebih maju dari pak jokowi,7
yang komentar sini lupa apa bilang oleh kalau bisa laku tega hukum tingkat tumbuh bisa sentuh angka itu lahir dari hukum cacat kalian yakin mereka bisa jadi panutan untuk tega hukum kalau pilih jadi pimpin puncak pepatah kencing diri kencing lari selamat negara ini,7
menang pasti akan atur pak jokowidan perintah akan sama persis seperti jaman pak jokowi moga menang,5
mantaaaap,7
bener salut sikap toleransi harga dan jaga attitude mas gibran jangan remeh anak muda karena mreka lebih bisa lihat dan bisa jadi gerak lanjut awal gak ragu liat mas gibran cawapress krna kerja juga sudah uji dan bukti makin kuat dan tidak ada tindas dari pasang presiden takut presiden saja krna banyak berita aneh bersliweran,7
mic hand held headset michand held headset clip cuma pake headset,7
bijak dan masak dalam jawab luas luar biasa,7
memang lihat problem attitude dan ngibul pasang satu itu,7
yakin surprise baik untuk rakyat dan negara ketika pak prabowo jadi kepala negara,7
asyik liat debat cawapres daripada capres nya masing punya skala prioritas sendiri bagus tinggal laksana nya aja moga pas sesuai janji sudah punya pilih sekarangudah bingung lagi,7
bilang dia cuma anak kecil dan tidak punya apa debat ini lihat dua cawapres lain hanya dikacangin oleh jwabannya lebih tegas dan bih bisa erti dan paham makanya jangan sangat benci sama umat sombong,7
mulai masuk akal,7
udah tular gitu beda nya punya waktu buat ngeles sprti tak punya waktu buat ngeles,7
luar biasa itu cak aku kemapuan gibran sukses pimpin solo bagi wali kota langsung dukung alih,7
cerdas pilih,7
cawapres menggebugebu waktu debat sok serang ehh pas pilih nanti mulai kyk ayam sayur,7
nomor tetep,7
remeh nyata buat rakyat kaget lihat debat ini bismillah smoga pak prabowogibran,7
mas gibran biar jgn anggur sampai tua juga harus kerja seperti luar negeri,7
buzzer,7
liat anak muda cerdas saya putus pilih,2
sudah muakk dngn jnji wakil rakyat,7
semua keren dan wajib pilih kalau benar benar bisa terjadijadi pilih yang masuk akal saja,7
all,7
insyallah aamiin mpud lihat kan identitas nyajd jgn blng pak politik identitas ykarna kita punya identitas dan bangga dgn identitas msng,7
pak,7
banyak melempem banyak omong doang orang yang pinter ngomong banyak tidak becus dalam kerja keluarga besar pribadi,7
turut untuk ijin mulai ijin apa sudah mulai mudah untuk dapat,7
diagapanaktetpirelegiusmantap,7
malah lebih bagus debat cawapres ketimbang capres nya,7
kur tanpa agun situ sehat mas yakin umkm dgn omset tdak kena pajak mau tingkat dapat dari pajak besar acu dari apbn atau mana nih ngomong dari hasil bisik dan bukan hasil pikir gin nih,7
waduh halusinasi nih paslon minimal kota level gimana realisasi,7
mantap bangun yang adil nasional,7
saya dukung gibran tapi telah nonton debat sekarang dukung siapa,7
cerdas tegas moga indonesia makin baik prabowogibran,7
kelas jadi tahu pimpin yang kualitas yakin yang muda yang karya,13
manis kek gituntar jadi pada lupapokus aja dah kerja buat keluarga biar tetap makan,7
ama bapak nya suka ngibul tapi kok bnyak yang percaya apa otak mereka memang kapasitas hanya untuk bohong aja kalian semua nanti dipreng oleh bapak dan anak,7
keras kpla cawapres,7
saya kejut dengan semua semua nyata dan jawab mas gibran hanya bisa imbang tapi bisa lebih dari cawapres lain nya mas gibran,8
tau siapa yang harus dukung natal dan tahun baru,1
salam sehat pak,7
panggung hanya milik mas gibran semangat,7
paling cerdas santun,7
jangan sentris bisa jangan melulu lahbosen ada ubah pilih amin nya capres non,7
bantu dana bangun ikn,7
jgn ngambang mana pak,7
gausah basa basi pada niat asli kalian apa bicara ruang tamu rumah kalian megah dan mentereng itu,7
terlalu banyak ngarang,7
keren dan cerdas nyata,7
mantap gibran singkat salam pragib,7
yesss,7
mahfud kena ulty wkwk,7
kasih kisikisi kalo emang hebat dan visioner minimal debat ama mahasiswa tanya jelas keluar dari hati dan pake kisi dan berani pasti pernah kuliah minimal ugm itb dll guru tinggi yaa minimal masuk besar,7
mahfud lebih alam jos,7
debat salfok banget sama gaya plek ketiplek bapak banget tapi saya syukak,7
semua tepat sasar sampai visi misi sampe jawab tanya lebar mana,7
anak mudah pintar dan cerdas layak memang jadi wakil pak perabowo,2
dari lombok mas gibran probowo pasi jadi pemimpinsemngat trus,7
gibran pilih,8
negara ini tak butuh wapres karena wapres bisa jabat oleh,7
semua jawab pak mahfud cuma paham selesai aja,7
bagi penting hilang krn suara dlm video sengaja hilang oleh pihak acau,7
bansos hanya manjain rakyat jadiin progam nomer mbok apa ada kayak pak bowo,7
perfect tegas mas,7
pak jokowi ada gibranpa beliau msh mudakongkrit tegas dan lugas,7
inti subsidi org malas,7
bocil singgung soal tak konsisten apa dia lupa kalo dia juga gak konsisten,7
kali kata slepeett ucap oleh cawapres hayooo pilih nomor berapa hayoooo,7
mulu cak mimin wkwkw,7
mantep,7
banyak dukung waktu itu sekarang,7
erti asa pak saat tanya detail soal tax ratio banding nya dgn pdb atau apbn malah jawab,7
tetap golput,7
gibran,8
kok beda sendiri paslon dngn lain paslon microfon kuping dan bawah kran baju depan warna hitamada apa gerangan mungkin ada ngejoki,7
yes pintar yakin pak dan mas pasti menang pilih oke,5
imin bansos plus sama ngambil jakarta kjp,7
sampai sesuatu substantial bahasa sederhana mudah difahami tanpa harus bungkus terminologi dengar wow,7
gibran emang the best,10
dong saya tetap pilihpak prabowo mas gibran kasihan beliau pak jokowi hina persen,7
pilih udah jelas aja,7
prof mafud mirip ama dosen uji skripsi cok mulai dri gaya bicara intonasi dll beri tanggap gua asa lagi sidang akhir,7
dan adu debat bacain dongeng belum tidur,7
sangka mas gibra begitu kreatif cerdas pikir tele tapi mudah difahami lugas the point gibran menang,7
itu suatu niscaya aja kta oposisi dan timbul tenggelam sama rakyat akhir nyemplung pemerintahansaking kuat imingi menteri sebut politik itu dinamis,7
rame nih pade balas pantun sosmed efek biasa coba balik jaman surat seru kali mau komen nulis dulu kertas trus masukin amplop ksh tempel perangko lalu kirim lewat pos trus liat koranmajalahitu kalo muat kolom surat pembacatp tidak ada sibuk dan pasu buat ketimbang konglomerat youtubedll mlulu,7
gibran ewako,7
mantap,7
rohingnya min,7
slepat slepet kepret,11
hilir tambang sampai digitalisasi semangatttttt prabowo gibran,7
kali ini saya nonton debat cawapres dulu mana peduli belum nyoblos soal hahah,7
muhaimin kelola negara tidak mudah kelola lepet mudah asal lepet aja negara ini bukan kain sarung,7
cawapres sangat kelas tidak saling jatuh,13
suruh bicara visi misi malah ceramah,7
keren awal mau nnton tkut dlu dari tkw,7
sulfat,7
profesor hukum mati koruptor,7
kota dan bbm gratis gosok jin dulu,7
lupa pilih,7
waw isi nya akun buzzer smua dengan nickname bot wkwkwkwk,7
gibran pinter kaya sudah tau isi tanya akan lontar kan,7
nya tidak kualitas,7
sengaja ngalah gibran,7
presiden pak mahfud ketua kpk nya dan pak ganjar jadi tri,7
putar rawan nkri bandungsiap dukung gibran prabowo,3
amin tangan nggk usah nunjuk nunjuk gitu ngapa banyak janji janji mulu,7
endas banyak dapat bansos keluarga kerja desa jompo gak bisa bicara gak ada bpk nya malah gak dapat lol,7
debat capres pertama menang anis baswedan debat kerja wapres menang gibran rakabuming,5
mantep sama pak gemoy ayo gas,7
muda talenta,2
mas,7
kota baru jgn kyk rumah ujung zonk beda ikn adeeeeh,7
maju sama,7
gilbran yes,7
gak jelas,7
imin sprtinya udah kena virus anis dari mulai bbm dan ini bangun kota seperti jakarta,7
loe ndro min milyar per desa tambah ngutang negara kita donk nanti jgn asal ngomong lah,7
ngomong aja belibet wkwkwkw,7
akan slepet sama aminbiar mereka mau investasi,11
umur gibran aja gak mungkin bsa kek dia pokok dua tulus hati dua menang,7
dan sangat dalam tanya,7
muhaimin,7
satrio pingit sudah siap selamat,7
nya bwt,7
mas,7
ntt dukung prabowo,7
hanya debat antara prof mahfud sma mas gibran mantul,7
cak sini tekan canda gak keluar jadi diri sendiri cak,7
banyak ngayal nya,7
gibran mantapso pround bangga bangga bangga bangetttttttt tuju indonesia emassss prabowogibran,7
sama gak terlalu percaya dengan visi misi soal sudah bukti sama capresnya rekam jejak tidak bisa apusdah lah semua gak masuk akal waras,7
lagi muhzimin,7
byak drama lah imin,7
slepet akwokwokw,11
slepet ngepett yakin dukung,11
saya makin yakin pilih anis cak imin makin turun,7
pun gak trpat sasar,7
sini pak konsisten dari visi misi berantas korupsi dan sangat solutif banyak masyarakat tdk tangkap itu,7
kita skrg melek digitalmelek infomas bukti dia tidak banyak komen sana sini tapi dia fokus kedepanlugastwgaa dan berplaningkita dukung siapa baik gagas nya jelas,7
kebunng binatang ini arti ini pajak lebih asa oleh rakyat distribusi bisa hilangyg kaya makin kaya diktator makin berpeluan,7
kerja nyataaaa,7
butuh anak muda dengan gagas dan ide yang futuristikudah cukup lah bapak bapak atas mending pada istirahat aja makin buncit aja nanti perut makan uang rakyat terus,2
muhaimin sal nyeplos gak tanggung jawab dan nyali kecil,7
dan cawapresnya kok sama muter muternya blunder seserrr sudah pinter pinter pilih,7
bongkar aib bapak sendiri cara tidak langsung dia sampai adalah janji bapak tidak penuh,7
saya tetap saya aku bapak anies telah blunder pilih wakilnyamgk ini titik lemah urut,7
debat capres komennya skrg banyak dukung kalo milih yaudah milih aja usah gembar gembor,7
dengan adab gibran bicara tidak berteletele tapi tepat sasar,7
masih diri tanam industrihak ptseperti sawitkaretkalittusyg lokasi wilayat tanah adatmaka masyarakat tidak akan bisa majumelainkan hanya kuasa usaha bisa kayaitu inti,7
muda yang unjuk gigi paslon sukses,2
banget mana tulus mana munafik dari bahasa tubuh nya saat bicara,7
knapa pake mic tambah,9
pilih,7
mantap jiwa muda,2
harus mas ahy debat pasti mantul knp harus nyimin sih dsitu,7
mana pimpin konsisten,7
tahun lalu dimusuhin sahabat krn pilih jokowi dan dia pilih prabowo sekarang pilih prabowo sahabat tetep musuhin,7
kira cupu nyata suhu,7
prabowo,8
epik,7
suruh bahas visi misi malah pada ceritamemang bener nomor cocok,7
kalian pake headset pada suara perempuan bilang udah cuma saya dengar,0
mabok kali,7
nomr timur hadirrr,7
paling slepet wkwk,11
pak mahfud ngrti bhs blunder pas jawab tanya gibran kasi lihat kamu kamu seperti mbah kakung saya sudah tinggal maaf saya dukung prabowo gibran,7
panas genjer panas,7
neng ngeliat pak mahfud takut waktu dki rakyat ngk bisa minta tolong lansung gub karna pinti balaikotannya rutup rapat buat masyarakat,7
yang serang malah serang itu main catur,7
lihat orasi cawapres yang berani bahas korupsi sudah jelas harus itu pilih karena percuma mau bahas angka tumbuh ekonomi dan lain kalau korupsi masih raja lela negeri ini lama korupsi masih ada tidak akan ada adil negeri ini,7
banget pak gibran gue yeesss prabowo gibran,8
kami sllu hati,7
gibran,8
banyak korupsi kan pdip,7
prabowo yessss,7
anak emas,2
apa sih imin baca text kata alam masa kalah sma mas gibran,7
debat bukan patok bisa pimpin baik untuk negribuktinya dlu madih blm bisangangkat indonesia dari baeah garis miskin,7
kita slepet orang orang yang tidak adil,11
ada ngomong klw mas takut debat asli ngomong itu lah takut debat lihat kan malam kira cupu nyata suhu wapres nih bos,7
mau lawan orang kaya indonesia masuk hotel prodeo wkwk,7
gibran pemikiranya luas kalah sama sudah alam ntb siap dukung prabowo gibran,8
udah gibran menang debat,5
prabowo gibran keren,8
mas gibran mak sini mantap mas gibran mas,8
luar biasa ttp amin,7
indonesia slepet,11
putar kayak makin masuk akal,3
maen jawatimur kurang jauh ituu,7
jatuh jauh dari pohon paslon,7
gak ikut milu seperti nya juga gak ikut karena ktp mana tinggal mana,7
nggedabrus lagi muhaimin,7
miliar bagi tiap desa trusa korupsi kepala desa aowkwowk kepala desa makin kayak warga desa makin miskin klo gtu,7
ganjar kenapa usir aja itu udah dijelasin boleh pake yel malah ngeyel masih yel,7
lebih baik cak imin lebih cocok jadi capres nya lah lebih luges dari pada capres nya,7
kerja nyataaaa,7
gak ikut milu seperti nya ktp mana tinggal mana aja lah,7
bgt mas cara bicara gerak gerak kayak pak,7
pemuda indonesia givran bangeeet,7
banget gibrann,7
mahfud kok malah cerita kan waktu bentar pak,7
sama gibran nyangka luar kira saya debat nya lancar bgt,7
ngejawab pettanyaan mahfud kayak bantu bantu modal kernyata zonk,7
tipe sedikit bicara banyak kerja saat perlu pemaparangagasan dia jelas langsung cara singkat dan tepat pemuda cerdas dan juga laku usaha dunia digital dan selalu pikir maju prabowogibran joss yesss,7
mahfud gibran kyk gibran lagi uji thesis apa itu ttap all prabowogibran,7
jangan panggil aku anak kecil paman bismillah pak parabowo dan pak gibran,2
prabowo gibran,8
nylepet ini bocah,7
hayooooo sdh ngebulyyy tunjuk atraksi kalian lagi dong buat parodinyakena mental yaahh kalian padatrus itu mahasiswa sok pinter dari ugm suruh debat nih sama suhu,7
memilihberi pak sempat untuk akhir kali,7
unggul debat,7
selepetttt selepettt hahahahhaa,7
amin,7
letbhhh,7
ini saat milenial gandeng tangan untuk maju sama,7
profesor rujak gibran,7
pribadi pilih jawab,7
uopo sih cak imin iki,7
blunder lagi dasar gak mampu,7
maksud griban itu luas kebun binatang itu bagi laku usha omset atas juta wajib punya pajak utk skrng kan masih baru punya npwp nah ken naik bukan brarti naik bayar pajak alias buru binatang dalam kebun binatang,7
love,7
gibran lopyu lopyu pull mara tambah klepek klepek,7
penting kerja,7
imin gajelass cuiii,7
muhaimin dsini ngelawak ajamenutupi malu bnyak senyum,7
gibran malam,7
cerdas loh awalnnya underestimate dont judge its cover,7
pak jokowidodo kern poll love harus menang,5
harga rokok turunin,7
gibrann,7
the best nih pak gibranprobowogibran kawal sampe jadithe bessttt,7
memang pintar kerenanak muda cerdas,2
pintar sekali arang,7
emang yang pantes dan tepat cuma,7
saya pikir adalah siapa menteri mereka pilih hubung dgn ekonomi,7
awal anggap plonga plongo nyata dia yang baik mas gibran,7
bang lanjutka,7
prabowogibran yess,7
gibrannnn kami dukung,7
level ini beda janji rumah rupiah,7
makin yakin indonesia butuh prabowogibran untuk pimpin indonesia,7
dulu pesta dewan wakil rakyat doang kali ini biarin lah rakyat pesta makan makan sama baik gizi,7
capresyg tarik antara dan cawapres dsn tarik,7
pakan pilih qno tipu dgn investor asing,7
tetap prabowo gibran yes yes yes,7
pagi calon idola tuju,7
letooooo,7
gibran orasi asyik ada narasi yang jatuh cawapres lain,7
liat debat ini yakin survey prabowogibran makin naik karena anak muda blm pnya pilih skrng mantap pilih prabowogibran karena wakil anak muda pikir jauh depan banding lawan debat,2
jos nya lagi grogi,7
ayo min malas jgn modal congor aja bansosnya beras sampai busuk ajar adeeeeeh,7
benar yang kritis sama hasil debat paslon banyak tapi buzzer gibran banyak wkwkwkw komentar pada ketilep tau dong duit dari mana jawab dalam hati aja bahaya negara wakanda,7
level berat butuh waktu tahun,7
satu dan tiga kok gak ada suara,0
gibran gibran,8
kita tegak atur sepakat pak mahfud,7
ada unsur jokowi nya saya akan pilih,7
gibran cerdas juga,8
pak prabowo dan mas gibran salam,8
muda hanya sempat,2
amin menang ingin rasa desa kami maju,5
hati pakek otak masih tanya apa itu sgie,7
semua kan baru teori kita tunggu laksana nya mudah nggak ngibul,7
agak aneh,7
pragib love you full,7
open mic,9
mas gibran calon pimpin muda masa depan orang cerdas tetap gak banyak bicara tapi banyak karya,2
mungkin cukup untuk bangun jalan dan kota seluruh kota kalimantan,7
online janhan brantas maxwin bantu ekonomi,7
bikin mewek janji para paslon ketika pilih bisa realisasi kek janji mantan,7
uang bisa nyari kerja uang guna untuk beli suara politik uang bisa beli yang nama hukum negara ini bakal makin parah,7
pasti gak bisa jawab hahahhaa sombong sekali pak,7
bner sangat official banget tengah uwwu settingannya sangat spektakuler salut sama kerjakeras settingan,7
banyak aksi sedang cawapres nya penuh dengan wawas dan tahu fiks gemoy hati,7
mafud,7
nggedabrus,7
gibran mafud,7
pak gibran,8
dan pantas jadi,7
saya kalau prabowo gibran menang ajak pak mahmud tri beliau org jujur,5
muhainin pakai sumur resap ngurus jakarta aja amburadul,7
bpakny lapang kerja nyata nya anak malah lebih ngibul lagi lapang kerja,7
diam,7
nih yang bilang kemaren mas kata plengo plengo ngeremehin beliau diam kan kalian terpa dgn jawab beliau sangat luar biasa skarang balik dari jawab beliau banyak yang dukung pragib jangan dulu nilai org dari sisi jelek,7
mahfudz,7
menang,5
korupsi siapa salah siapa harus tanggung jawab siapa janji berantas korupsi sekarang ini bagaimana,7
kuping belah kanan ada werls risifer nya ada yang mandu dia,7
lihat gibran debat depan mahasiswa,7
keren bangettttt cawapres mas gibrannnn wakil anak muda cerdas tegas saya pilih nomor utk emas,2
cawapresnya ngomongin korupsi sedang capresnya pernah ditangkep kpk hadehh,7
gibran janji tegak lurus dengan megawatitrnyata gak konsisten gibran adalah jurkam nasional pak ganjartrnyata nyebrang belah gak konsisten gibran janji tahun menenuaikan wajib solotrnyata gak konsisten bnyak dftar gak konsisten nya nyata angkat realita,7
minotourr,7
kok saling jatuh benar itu tunjuk pintar dan ahli individu dan misi untuk bangun indonesia,7
asing untuk ibu kota negara itu apa sih kota kan untuk negara sendiri untuk perata nggk usah pindah ibu kota pum bisa,7
yakin pilih,7
boleh mas gibran keren ini,8
ganjar pintar bukan ecek ecek,7
nya ngeri cuy gak ada yang kek kita ecekberpendidikan semua,7
gibrann,7
kira musuh itu ganjar mahfud gibran tau capresnya sendiri,7
slepett apa njir,7
blunder lagi,7
pilih nokami rakyat biasabutuh korupsi musnah habis habis,7
slepet cak imin,11
sekarang gua golput lagi deh kaya pas banget tetep salut sama gibran sih gue pilih yakin ini mah,7
dapat saya simpul dari debat kali ini jawab cawapres dalam bidang selpet dalam bidang ekonomi dalam bidang hukum turut saya jika lihat dari kondisi negara saat ini kita perlu pimpin yang ahli dalam bidang ekonomi,7
mas gibran istimewa,7
gratis untuk anak prajurit dan bhayangkara,2
anggap kacang nyata suhu masgibran,7
seperti thn dpn tugas mrk ini,7
ganjar sekarang gibran,8
belimbing sayur,7
cari pimpin negara bukan tugas partai,7
kami rakyat biasa pilih sangat tegas kena korupsimau maju indonesia harus kita jujur kalau korupsi lah ajang masalah diindonesiajadi tidak ada alas tidak pilih yang dukung basmi korupsi tanah air indonesiasalam dari makassar,7
desa rok hulu aspal,7
debat ini tidak sangka pikir paling turut saya banding paslon lain,7
ama mahfud ciamik dah,7
gass,7
pak mahpud senior loh bisa mnjawab sesuai tanya pak gibran kok malu yah wkwk,7
salah gibran ini anak pintarpemikrannya luas meski lihat cuekmentornya langsung bapak dan adik adik,7
wajah biasa mas,7
dan para leluhur meridhoi pimpin dan dunia pasgi laksana pasti amin,7
pajak turun orng kaya hahaha kaya berani ajamin,7
inspirasi buat kdpan nya buat anak muda bangsa sudah saat nya anak muda ikut serta,2
nih pak gibran kalo serius kita indonesia bakal jadi raja dunia ini yang takut dunia,7
benar sudah jawab dgn baik tanya dari kena carbon storage betul kata buat dulu naskah akademik dan buat diskusi publik belum tuang jadi atur perundangundangan,7
keren gak tele langsung inti,7
saat duduk negara udh cukup biasa aja jngn trllu tinggi urus urat dll soal tua klo megang bakal kayak aruf aamin tahun jabat jadi doang negara layak,7
banyak janji tau aja lah program,7
kecil mau jdi pimpin bakal maju negara ini,7
